線番号,1,電圧(V)/Ch167/Cy000002/C,2,電圧(V)/Ch168/Cy000002/C,3,電圧(V)/Ch169/Cy000002/C,4,電圧(V)/Ch170/Cy000002/C,5,電圧(V)/Ch171/Cy000002/C,6,電圧(V)/Ch172/Cy000002/C,7,電圧(V)/Ch185/Cy000002/C,8,電圧(V)/Ch186/Cy000002/C,9,電圧(V)/Ch187/Cy000002/C,10,電圧(V)/Ch188/Cy000002/C,11,電圧(V)/Ch189/Cy000002/C,12,電圧(V)/Ch190/Cy000002/C,13,電圧(V)/Ch191/Cy000002/C,14,電圧(V)/Ch192/Cy000002/C,15,電圧(V)/Ch193/Cy000002/C,16,電圧(V)/Ch195/Cy000002/C,17,電圧(V)/Ch196/Cy000002/C,,,,,,電圧(V)/Ch167/Cy000002/C,,電圧(V)/Ch168/Cy000002/C,,電圧(V)/Ch169/Cy000002/C,,電圧(V)/Ch170/Cy000002/C,,電圧(V)/Ch171/Cy000002/C,,電圧(V)/Ch172/Cy000002/C,,電圧(V)/Ch185/Cy000002/C,,電圧(V)/Ch186/Cy000002/C,,電圧(V)/Ch187/Cy000002/C,,電圧(V)/Ch188/Cy000002/C,,電圧(V)/Ch189/Cy000002/C,,電圧(V)/Ch190/Cy000002/C,,電圧(V)/Ch191/Cy000002/C,,電圧(V)/Ch192/Cy000002/C,,電圧(V)/Ch193/Cy000002/C,,電圧(V)/Ch195/Cy000002/C,,電圧(V)/Ch196/Cy000002/C,
624,1.34021,0.127,1.31678,0.1386,1.33182,0.1212,1.31156,0.1384,1.31393,0.136,1.32113,0.1266,1.32149,0.1152,1.32638,0.1102,1.32564,0.1114,1.32598,0.107,1.33479,0.1118,1.32233,0.1118,1.33099,0.1072,1.33995,0.113,1.32149,0.1226,1.33583,0.1128,1.31734,0.1338,,,,,,0.294697378,0.127,0.315402451,0.1386,0.264527649,0.1212,0.333036243,0.1384,0.307544127,0.136,0.258358675,0.1266,0.257904043,0.1152,0.232799534,0.1102,0.275725797,0.1114,0.233632279,0.107,0.235946595,0.1118,0.253811014,0.1118,0.23736863,0.1072,0.238989998,0.113,0.281799436,0.1226,0.252872628,0.1128,0.29334129,0.1338
625,1.3425,0.1272,1.31886,0.1386,1.33412,0.1212,1.31364,0.1384,1.31602,0.136,1.32329,0.1268,1.32365,0.1152,1.32846,0.1102,1.32752,0.1114,1.32828,0.107,1.33688,0.1118,1.32455,0.1118,1.33335,0.1072,1.3421,0.113,1.32357,0.1228,1.33792,0.1128,1.31949,0.1338,,,,,,0.295200924,0.1272,0.315900664,0.1386,0.264984478,0.1212,0.333564404,0.1384,0.308033321,0.136,0.258781082,0.1268,0.258325592,0.1152,0.233164605,0.1102,0.276116826,0.1114,0.23403753,0.107,0.236316038,0.1118,0.254237125,0.1118,0.237789513,0.1072,0.239373466,0.113,0.282242983,0.1228,0.253268265,0.1128,0.293820046,0.1338
626,1.34465,0.1274,1.32101,0.1386,1.33648,0.1214,1.31579,0.1386,1.3181,0.1362,1.32537,0.1268,1.3258,0.1152,1.33082,0.1102,1.32974,0.1114,1.33036,0.107,1.33903,0.1118,1.32677,0.1116,1.33564,0.1072,1.34446,0.113,1.32572,0.123,1.34,0.1128,1.32164,0.1338,,,,,,0.295673685,0.1274,0.316415644,0.1386,0.265453224,0.1214,0.33411034,0.1386,0.308520175,0.1362,0.259187844,0.1268,0.258745189,0.1152,0.23357882,0.1102,0.276578574,0.1114,0.234404017,0.107,0.236696087,0.1118,0.254663237,0.1116,0.238197911,0.1072,0.23979439,0.113,0.282701457,0.123,0.253662009,0.1128,0.294298801,0.1338
627,1.34674,0.1274,1.3231,0.1388,1.33877,0.1214,1.31795,0.1386,1.32026,0.1362,1.32752,0.127,1.32788,0.1154,1.3329,0.1102,1.33182,0.1114,1.33244,0.107,1.34111,0.112,1.32892,0.1118,1.33772,0.1072,1.34654,0.1132,1.3278,0.123,1.34208,0.1128,1.32372,0.134,,,,,,0.296133253,0.1274,0.316916252,0.1388,0.265908066,0.1214,0.334658815,0.1386,0.309025754,0.1362,0.259608296,0.127,0.259151125,0.1154,0.233943891,0.1102,0.277011203,0.1114,0.234770505,0.107,0.237063762,0.112,0.255075913,0.1118,0.238568858,0.1072,0.240165373,0.1132,0.283145004,0.123,0.254055753,0.1128,0.294761969,0.134
628,1.34882,0.1276,1.32518,0.1388,1.34085,0.1216,1.3201,0.1386,1.32262,0.1362,1.32967,0.1272,1.33004,0.1154,1.33499,0.1102,1.33397,0.1114,1.33453,0.107,1.34319,0.112,1.33115,0.1118,1.34001,0.1072,1.34863,0.1132,1.32989,0.1232,1.34423,0.113,1.32588,0.134,,,,,,0.296590622,0.1276,0.317414465,0.1388,0.266321198,0.1216,0.335204751,0.1386,0.309578146,0.1362,0.260028747,0.1272,0.259572674,0.1154,0.234310718,0.1102,0.277458391,0.1114,0.235138754,0.107,0.237431437,0.112,0.255503944,0.1118,0.238977256,0.1072,0.24053814,0.1132,0.283590683,0.1232,0.254462748,0.113,0.295242952,0.134
629,1.3509,0.1278,1.32734,0.1388,1.34293,0.1218,1.32232,0.1386,1.32477,0.1364,1.33176,0.1272,1.33219,0.1154,1.33714,0.1102,1.33613,0.1114,1.33661,0.107,1.34535,0.112,1.3333,0.1118,1.3421,0.1072,1.35071,0.1132,1.33204,0.1232,1.34632,0.113,1.32796,0.1342,,,,,,0.297047991,0.1278,0.317931841,0.1388,0.26673433,0.1218,0.335768462,0.1386,0.310081384,0.1364,0.260437465,0.1272,0.259992272,0.1154,0.234688075,0.1102,0.277907659,0.1114,0.235505242,0.107,0.237813253,0.112,0.25591662,0.1118,0.239349987,0.1072,0.240909123,0.1132,0.284049157,0.1232,0.254858385,0.113,0.29570612,0.1342
630,1.35306,0.1278,1.32949,0.1388,1.34523,0.1218,1.32447,0.1388,1.327,0.1364,1.33384,0.1274,1.33435,0.1156,1.33922,0.1102,1.33821,0.1114,1.3387,0.107,1.34764,0.112,1.33552,0.1118,1.34439,0.1072,1.3528,0.1134,1.33412,0.1234,1.34868,0.113,1.33011,0.1342,,,,,,0.297522951,0.1278,0.318446821,0.1388,0.267191159,0.1218,0.336314398,0.1388,0.310603348,0.1364,0.260844228,0.1274,0.260413821,0.1156,0.235053146,0.1102,0.278340287,0.1114,0.235873491,0.107,0.238218049,0.112,0.256342732,0.1118,0.239758385,0.1072,0.24128189,0.1134,0.284492704,0.1234,0.255305133,0.113,0.296184875,0.1342
631,1.35514,0.1278,1.33157,0.1388,1.34731,0.122,1.32663,0.1388,1.32908,0.1364,1.336,0.1274,1.3365,0.1156,1.34138,0.1102,1.34036,0.1116,1.34078,0.107,1.34972,0.112,1.33774,0.1118,1.34647,0.1074,1.35488,0.1134,1.3362,0.1236,1.35076,0.113,1.33226,0.1342,,,,,,0.29798032,0.1278,0.318945034,0.1388,0.267604291,0.122,0.336862874,0.1388,0.311090201,0.1364,0.261266635,0.1274,0.260833418,0.1156,0.235432258,0.1102,0.278787475,0.1116,0.236239979,0.107,0.238585724,0.112,0.256768844,0.1118,0.240129332,0.1074,0.241652874,0.1134,0.284936251,0.1236,0.255698877,0.113,0.296663631,0.1342
632,1.3575,0.128,1.33366,0.1388,1.34967,0.1222,1.32878,0.1388,1.33124,0.1366,1.33808,0.1274,1.33865,0.1156,1.34346,0.1104,1.34258,0.1116,1.34287,0.107,1.35181,0.1122,1.33997,0.112,1.34877,0.1074,1.3571,0.1134,1.33843,0.1238,1.35284,0.113,1.33442,0.1344,,,,,,0.298499258,0.128,0.319445642,0.1388,0.268073037,0.1222,0.33740881,0.1388,0.31159578,0.1366,0.261673397,0.1274,0.261253015,0.1156,0.235797329,0.1104,0.279249223,0.1116,0.236608228,0.107,0.238955167,0.1122,0.257196875,0.112,0.240539514,0.1074,0.242048827,0.1134,0.285411784,0.1238,0.256092621,0.113,0.297144613,0.1344
633,1.35958,0.1282,1.33581,0.139,1.35196,0.1222,1.33093,0.139,1.33332,0.1366,1.34016,0.1276,1.34081,0.1158,1.34555,0.1104,1.34474,0.1116,1.34509,0.1072,1.35389,0.1122,1.34219,0.112,1.35085,0.1072,1.35919,0.1136,1.34079,0.1238,1.35493,0.1132,1.33657,0.1344,,,,,,0.298956627,0.1282,0.319960622,0.139,0.268527879,0.1222,0.337954746,0.139,0.312082634,0.1366,0.26208016,0.1276,0.261674564,0.1158,0.236164156,0.1104,0.279698491,0.1116,0.236999383,0.1072,0.239322842,0.1122,0.257622987,0.112,0.240910461,0.1072,0.242421594,0.1136,0.285915039,0.1238,0.256488258,0.1132,0.297623369,0.1344
634,1.36167,0.1284,1.3379,0.139,1.35404,0.1222,1.33301,0.139,1.33541,0.1366,1.34225,0.1276,1.34289,0.1158,1.3477,0.1104,1.34696,0.1118,1.34724,0.1072,1.35597,0.1122,1.34434,0.112,1.35321,0.1074,1.36134,0.1136,1.34287,0.124,1.35701,0.1132,1.33872,0.1344,,,,,,0.299416195,0.1284,0.32046123,0.139,0.268941011,0.1222,0.338482907,0.139,0.312571828,0.1366,0.262488878,0.1276,0.2620805,0.1158,0.236541513,0.1104,0.280160239,0.1118,0.237378205,0.1072,0.239690517,0.1122,0.258035663,0.112,0.241331343,0.1074,0.242805062,0.1136,0.286358586,0.124,0.256882002,0.1132,0.298102124,0.1344
635,1.36375,0.1284,1.33998,0.139,1.3564,0.1224,1.33517,0.139,1.33756,0.1368,1.34433,0.1278,1.34497,0.1158,1.34978,0.1104,1.34911,0.1118,1.34933,0.1072,1.35806,0.1122,1.34656,0.112,1.3555,0.1074,1.36343,0.1136,1.34495,0.124,1.35909,0.1132,1.34087,0.1346,,,,,,0.299873564,0.1284,0.320959444,0.139,0.269409757,0.1224,0.339031382,0.139,0.313075067,0.1368,0.26289564,0.1278,0.262486436,0.1158,0.236906584,0.1104,0.280607427,0.1118,0.237746454,0.1072,0.240059959,0.1122,0.258461775,0.112,0.241739741,0.1074,0.243177829,0.1136,0.286802133,0.124,0.257275746,0.1132,0.29858088,0.1346
636,1.36584,0.1286,1.34206,0.139,1.35849,0.1226,1.33739,0.139,1.33972,0.1368,1.34641,0.1278,1.34713,0.1158,1.35187,0.1104,1.3512,0.1118,1.35148,0.1072,1.36042,0.1122,1.34878,0.112,1.35766,0.1074,1.36551,0.1138,1.34711,0.1244,1.36124,0.1134,1.3431,0.1346,,,,,,0.300333132,0.1286,0.321457657,0.139,0.269824876,0.1226,0.339595093,0.139,0.313580646,0.1368,0.263302402,0.1278,0.262907985,0.1158,0.23727341,0.1104,0.281042136,0.1118,0.238125275,0.1072,0.240477129,0.1122,0.258887887,0.112,0.242124956,0.1074,0.243548813,0.1138,0.28726274,0.1244,0.257682741,0.1134,0.299077449,0.1346
637,1.36792,0.1288,1.34415,0.139,1.36057,0.1226,1.33954,0.1392,1.3418,0.1368,1.3485,0.128,1.34928,0.116,1.35402,0.1104,1.35335,0.1118,1.35356,0.1072,1.36271,0.1124,1.35094,0.112,1.36002,0.1074,1.3678,0.1138,1.34919,0.1244,1.36339,0.1134,1.34525,0.1346,,,,,,0.300790501,0.1288,0.321958265,0.139,0.270238008,0.1226,0.340141029,0.1392,0.314067499,0.1368,0.26371112,0.128,0.263327583,0.116,0.237650767,0.1104,0.281489324,0.1118,0.238491763,0.1072,0.240881925,0.1124,0.259302482,0.112,0.242545838,0.1074,0.243957251,0.1138,0.287706287,0.1244,0.258089736,0.1134,0.299556205,0.1346
638,1.37007,0.1288,1.34623,0.1392,1.36286,0.1228,1.3417,0.1392,1.34395,0.1364,1.35058,0.128,1.35151,0.116,1.35631,0.1104,1.3555,0.1118,1.35565,0.1072,1.36479,0.1124,1.35309,0.112,1.36231,0.1074,1.36989,0.1138,1.35127,0.1244,1.36555,0.1134,1.3474,0.1348,,,,,,0.301263262,0.1288,0.322456478,0.1392,0.27069285,0.1228,0.340689505,0.1392,0.314570738,0.1364,0.264117883,0.128,0.263762793,0.116,0.238052697,0.1104,0.281936512,0.1118,0.238860012,0.1072,0.2412496,0.1124,0.259715158,0.112,0.242954236,0.1074,0.244330018,0.1138,0.288149834,0.1244,0.258498624,0.1134,0.30003496,0.1348
639,1.37223,0.129,1.34832,0.1392,1.36494,0.1228,1.34385,0.1392,1.34611,0.1362,1.35294,0.1282,1.35359,0.116,1.3584,0.1104,1.35765,0.112,1.35773,0.1072,1.36715,0.1124,1.35531,0.112,1.36446,0.1074,1.37197,0.1138,1.35363,0.1246,1.36763,0.1134,1.34955,0.1348,,,,,,0.301738222,0.129,0.322957087,0.1392,0.271105982,0.1228,0.341235441,0.1392,0.315076317,0.1362,0.264579402,0.1282,0.264168729,0.116,0.238419523,0.1104,0.2823837,0.112,0.2392265,0.1072,0.24166677,0.1124,0.26014127,0.112,0.243337667,0.1074,0.244701002,0.1138,0.288653089,0.1246,0.258892368,0.1134,0.300513716,0.1348
640,1.37438,0.129,1.3504,0.1392,1.36703,0.123,1.34593,0.1394,1.34819,0.136,1.35502,0.1282,1.35574,0.1162,1.36048,0.1104,1.35974,0.112,1.35989,0.1072,1.36924,0.1124,1.35747,0.1122,1.36655,0.1074,1.37413,0.114,1.35572,0.1248,1.36971,0.1136,1.35178,0.1348,,,,,,0.302210983,0.129,0.3234553,0.1392,0.271521101,0.123,0.341763602,0.1394,0.31556317,0.136,0.264986164,0.1282,0.264588326,0.1162,0.238784594,0.1104,0.282818408,0.112,0.239607083,0.1072,0.242036212,0.1124,0.260555865,0.1122,0.243710397,0.1074,0.245086254,0.114,0.289098768,0.1248,0.259286112,0.1136,0.301010285,0.1348
641,1.37647,0.1292,1.35248,0.1392,1.36911,0.123,1.34801,0.1394,1.35035,0.136,1.35718,0.1284,1.3579,0.1162,1.36257,0.1104,1.36182,0.112,1.36204,0.1072,1.37132,0.1124,1.35969,0.1122,1.36863,0.1076,1.37621,0.114,1.35787,0.125,1.37179,0.1136,1.354,0.135,,,,,,0.302670551,0.1292,0.323953513,0.1392,0.271934233,0.123,0.342291763,0.1394,0.316068749,0.136,0.265408571,0.1284,0.265009875,0.1162,0.23915142,0.1104,0.283251037,0.112,0.239985904,0.1072,0.242403887,0.1124,0.260981977,0.1122,0.244081344,0.1076,0.245457237,0.114,0.289557242,0.125,0.259679856,0.1136,0.301504628,0.135
642,1.37855,0.1294,1.35457,0.1392,1.37119,0.1232,1.35017,0.1394,1.35243,0.136,1.35926,0.1284,1.35998,0.1164,1.36465,0.1106,1.3639,0.1122,1.36433,0.1072,1.3734,0.1126,1.36184,0.1122,1.37071,0.1076,1.37829,0.1142,1.36002,0.125,1.37395,0.1136,1.35622,0.135,,,,,,0.30312792,0.1294,0.324454121,0.1392,0.272347365,0.1232,0.342840239,0.1394,0.316555603,0.136,0.265815334,0.1284,0.265415811,0.1164,0.239516491,0.1106,0.283683665,0.1122,0.240389393,0.1072,0.242771562,0.1126,0.261394652,0.1122,0.244452291,0.1076,0.24582822,0.1142,0.290015716,0.125,0.260088744,0.1136,0.301998971,0.135
643,1.38063,0.1294,1.35665,0.1394,1.37327,0.1232,1.35225,0.1394,1.35452,0.136,1.36134,0.1286,1.36213,0.1164,1.36673,0.1106,1.36599,0.1122,1.36642,0.1072,1.37549,0.1126,1.36406,0.1122,1.3728,0.1076,1.38066,0.1142,1.3621,0.1252,1.37631,0.1136,1.35844,0.1352,,,,,,0.303585289,0.1294,0.324952334,0.1394,0.272760497,0.1232,0.3433684,0.1394,0.317044798,0.136,0.266222096,0.1286,0.265835409,0.1164,0.239881563,0.1106,0.284118374,0.1122,0.240757642,0.1072,0.243141005,0.1126,0.261820764,0.1122,0.244825022,0.1076,0.246250927,0.1142,0.290459263,0.1252,0.260535492,0.1136,0.302493314,0.1352
644,1.38279,0.1296,1.35881,0.1394,1.37536,0.1234,1.35461,0.1396,1.35667,0.136,1.36343,0.1286,1.36422,0.1164,1.36909,0.1106,1.36807,0.1122,1.3685,0.1072,1.37757,0.1126,1.36628,0.1122,1.37488,0.1076,1.38274,0.1142,1.36426,0.1254,1.37839,0.1138,1.36066,0.1352,,,,,,0.30406025,0.1296,0.32546971,0.1394,0.273175615,0.1234,0.34396766,0.1396,0.317548036,0.136,0.266630814,0.1286,0.266243296,0.1164,0.240295778,0.1106,0.284551002,0.1122,0.24112413,0.1072,0.24350868,0.1126,0.262246876,0.1122,0.245195969,0.1076,0.246621911,0.1142,0.290919869,0.1254,0.260929236,0.1138,0.302987657,0.1352
645,1.38515,0.1298,1.36117,0.1394,1.37744,0.1236,1.3567,0.1396,1.35904,0.1362,1.36558,0.1286,1.36637,0.1166,1.37139,0.1106,1.37022,0.1122,1.37058,0.1072,1.37972,0.1126,1.36844,0.1122,1.37696,0.1076,1.38482,0.1144,1.36641,0.1254,1.38068,0.1138,1.36288,0.1352,,,,,,0.304579188,0.1298,0.32603499,0.1394,0.273588747,0.1236,0.344498361,0.1396,0.318102768,0.1362,0.267051266,0.1286,0.266662894,0.1166,0.240699462,0.1106,0.28499819,0.1122,0.241490618,0.1072,0.243888729,0.1126,0.262661471,0.1122,0.245566916,0.1076,0.246992894,0.1144,0.291378343,0.1254,0.261362733,0.1138,0.303482,0.1352
646,1.38723,0.1298,1.36325,0.1394,1.37973,0.1236,1.35878,0.1396,1.36119,0.1364,1.36773,0.1288,1.36845,0.1166,1.37347,0.1106,1.37238,0.1122,1.37288,0.1072,1.38181,0.1126,1.37066,0.1122,1.37905,0.1076,1.38719,0.1144,1.36856,0.1256,1.38276,0.1138,1.36511,0.1354,,,,,,0.305036557,0.1298,0.326533203,0.1394,0.274043589,0.1236,0.345026522,0.1396,0.318606007,0.1364,0.267471717,0.1288,0.26706883,0.1166,0.241064533,0.1106,0.285447459,0.1122,0.241895868,0.1072,0.244258171,0.1126,0.263087583,0.1122,0.245939646,0.1076,0.247415601,0.1144,0.291836817,0.1256,0.261756477,0.1138,0.30397857,0.1354
647,1.38952,0.13,1.36534,0.1394,1.38182,0.1238,1.36086,0.1396,1.36328,0.1366,1.36982,0.129,1.37054,0.1166,1.37583,0.1106,1.37453,0.1124,1.37503,0.1072,1.38396,0.1128,1.37288,0.1122,1.38113,0.1078,1.38927,0.1144,1.37071,0.1258,1.38512,0.1138,1.36733,0.1354,,,,,,0.305540102,0.13,0.327033811,0.1394,0.274458708,0.1238,0.345554684,0.1396,0.319095201,0.1366,0.267880435,0.129,0.267476717,0.1166,0.241478749,0.1106,0.285894647,0.1124,0.242274689,0.1072,0.24463822,0.1128,0.263513695,0.1122,0.246310593,0.1078,0.247786585,0.1144,0.292295291,0.1258,0.262203225,0.1138,0.304472912,0.1354
648,1.39161,0.13,1.36749,0.1394,1.38418,0.1238,1.36322,0.1396,1.36543,0.1368,1.37197,0.129,1.37269,0.1166,1.37792,0.1108,1.37668,0.1124,1.37739,0.1072,1.38625,0.1128,1.37503,0.1122,1.38321,0.1076,1.39135,0.1146,1.3728,0.1258,1.3872,0.114,1.36955,0.1354,,,,,,0.30599967,0.13,0.327548791,0.1394,0.274927454,0.1238,0.346153944,0.1396,0.319598439,0.1368,0.268300887,0.129,0.267896315,0.1166,0.241845575,0.1108,0.286341835,0.1124,0.242690512,0.1072,0.245043016,0.1128,0.263926371,0.1122,0.24668154,0.1076,0.248157568,0.1146,0.292740971,0.1258,0.262596969,0.114,0.304967255,0.1354
649,1.39397,0.1302,1.36957,0.1394,1.38647,0.124,1.36531,0.1398,1.36758,0.1368,1.37405,0.129,1.37485,0.1168,1.38,0.1108,1.3789,0.1124,1.37948,0.1074,1.38833,0.1128,1.37726,0.1124,1.38557,0.1078,1.39344,0.1146,1.37488,0.126,1.38956,0.114,1.37177,0.1356,,,,,,0.306518608,0.1302,0.328047004,0.1394,0.275382296,0.124,0.346684644,0.1398,0.320101678,0.1368,0.268707649,0.129,0.268317864,0.1168,0.242210646,0.1108,0.286803582,0.1124,0.243058761,0.1074,0.245410691,0.1128,0.264354402,0.1124,0.247102422,0.1078,0.248530335,0.1146,0.293184518,0.126,0.263043717,0.114,0.305461598,0.1356
650,1.39605,0.1304,1.37173,0.1396,1.38855,0.124,1.36739,0.1398,1.36974,0.137,1.37613,0.1292,1.37693,0.1168,1.38208,0.1108,1.38106,0.1124,1.38156,0.1074,1.39042,0.1128,1.37941,0.1124,1.38766,0.1078,1.39552,0.1146,1.37703,0.1262,1.39186,0.114,1.37392,0.1356,,,,,,0.306975977,0.1304,0.32856438,0.1396,0.275795428,0.124,0.347212806,0.1398,0.320607256,0.137,0.269114412,0.1292,0.2687238,0.1168,0.242575717,0.1108,0.287252851,0.1124,0.243425249,0.1074,0.245780134,0.1128,0.264767078,0.1124,0.247475153,0.1078,0.248901318,0.1146,0.293642992,0.1262,0.263479107,0.114,0.305940354,0.1356
651,1.39841,0.1304,1.37381,0.1396,1.39091,0.1242,1.36975,0.1398,1.37182,0.137,1.37829,0.1292,1.37908,0.1168,1.38417,0.1108,1.38314,0.1124,1.38365,0.1074,1.3925,0.1128,1.38156,0.1124,1.39002,0.1078,1.39782,0.1148,1.37911,0.1264,1.39394,0.1142,1.37615,0.1356,,,,,,0.307494915,0.1304,0.329062593,0.1396,0.276264174,0.1242,0.347812066,0.1398,0.32109411,0.137,0.269536819,0.1292,0.269143397,0.1168,0.242942543,0.1108,0.287685479,0.1124,0.243793498,0.1074,0.246147809,0.1128,0.265179754,0.1124,0.247896035,0.1078,0.24931154,0.1148,0.294086539,0.1264,0.263872851,0.1142,0.306436923,0.1356
652,1.40071,0.1306,1.3759,0.1396,1.39327,0.1242,1.37183,0.1398,1.37398,0.1372,1.38037,0.1294,1.38117,0.117,1.38625,0.1108,1.38529,0.1126,1.38601,0.1074,1.39458,0.1128,1.38372,0.1124,1.3921,0.1078,1.39997,0.1148,1.38127,0.1264,1.39602,0.1142,1.3783,0.1356,,,,,,0.30800066,0.1306,0.329563201,0.1396,0.27673292,0.1242,0.348340227,0.1398,0.321599689,0.1372,0.269943581,0.1294,0.269551285,0.117,0.243307615,0.1108,0.288132667,0.1126,0.244209321,0.1074,0.246515484,0.1128,0.265594349,0.1124,0.248266982,0.1078,0.249695009,0.1148,0.294547145,0.1264,0.264266595,0.1142,0.306915679,0.1356
653,1.40279,0.1308,1.37812,0.1396,1.39556,0.1244,1.3742,0.14,1.37613,0.1372,1.38245,0.1294,1.38332,0.117,1.3884,0.1108,1.38738,0.1126,1.38809,0.1074,1.39667,0.1128,1.38587,0.1124,1.39439,0.1078,1.40205,0.1148,1.38335,0.1266,1.3981,0.1142,1.38052,0.1358,,,,,,0.308458029,0.1308,0.330094948,0.1396,0.277187763,0.1244,0.348942027,0.14,0.322102927,0.1372,0.270350344,0.1294,0.269970882,0.117,0.243684972,0.1108,0.288567376,0.1126,0.244575808,0.1074,0.246884927,0.1128,0.266007025,0.1124,0.24867538,0.1078,0.250065992,0.1148,0.294990692,0.1266,0.264660339,0.1142,0.307410022,0.1358
654,1.40488,0.1308,1.38034,0.1396,1.39765,0.1246,1.37628,0.14,1.37822,0.1372,1.38468,0.1296,1.38547,0.1172,1.39049,0.111,1.38953,0.1126,1.39025,0.1074,1.39903,0.113,1.38809,0.1124,1.39668,0.1078,1.40414,0.115,1.38564,0.1266,1.40046,0.1142,1.38274,0.1358,,,,,,0.308917597,0.1308,0.330626695,0.1396,0.277602881,0.1246,0.349470188,0.14,0.322592122,0.1372,0.27078644,0.1296,0.270390479,0.1172,0.244051798,0.111,0.289014564,0.1126,0.244956392,0.1074,0.247302096,0.113,0.266433137,0.1124,0.249083779,0.1078,0.250438759,0.115,0.29547902,0.1266,0.265107087,0.1142,0.307904365,0.1358
655,1.40696,0.131,1.38243,0.1398,1.39994,0.1246,1.37836,0.14,1.3803,0.1374,1.38704,0.1296,1.38763,0.1172,1.39264,0.111,1.39175,0.1126,1.39233,0.1074,1.40132,0.113,1.39031,0.1124,1.39898,0.1078,1.40622,0.115,1.38779,0.1268,1.40255,0.1144,1.38496,0.1358,,,,,,0.309374966,0.131,0.331127303,0.1398,0.278057723,0.1246,0.349998349,0.14,0.323078976,0.1374,0.271247959,0.1296,0.270812028,0.1172,0.244429155,0.111,0.289476312,0.1126,0.245322879,0.1074,0.247706892,0.113,0.266859249,0.1124,0.249493961,0.1078,0.250809743,0.115,0.295937494,0.1268,0.265502724,0.1144,0.308398708,0.1358
656,1.40932,0.131,1.38451,0.1396,1.40202,0.1248,1.38045,0.14,1.38246,0.1374,1.38912,0.1298,1.38978,0.1172,1.39493,0.111,1.39383,0.1126,1.39441,0.1074,1.4034,0.113,1.39247,0.1126,1.40127,0.1078,1.40838,0.115,1.39015,0.127,1.4047,0.1144,1.38719,0.1358,,,,,,0.309893904,0.131,0.331625516,0.1396,0.278470855,0.1248,0.35052905,0.14,0.323584555,0.1374,0.271654721,0.1298,0.271231626,0.1172,0.244831084,0.111,0.28990894,0.1126,0.245689367,0.1074,0.248074567,0.113,0.267273844,0.1126,0.249902359,0.1078,0.251194995,0.115,0.296440749,0.127,0.265909719,0.1144,0.308895277,0.1358
657,1.4114,0.1312,1.3866,0.1398,1.40438,0.125,1.38253,0.1402,1.38454,0.1374,1.3912,0.1298,1.39193,0.1174,1.39702,0.111,1.39606,0.1128,1.3965,0.1074,1.40569,0.1132,1.39462,0.1126,1.40356,0.108,1.41046,0.1152,1.39244,0.1272,1.40678,0.1144,1.38934,0.136,,,,,,0.310351273,0.1312,0.332126125,0.1398,0.278939601,0.125,0.351057212,0.1402,0.324071408,0.1374,0.272061484,0.1298,0.271651223,0.1174,0.245197911,0.111,0.290372768,0.1128,0.246057616,0.1074,0.248479363,0.1132,0.26768652,0.1126,0.250310757,0.108,0.251565978,0.1152,0.296929077,0.1272,0.266303463,0.1144,0.309374033,0.136
658,1.41356,0.1312,1.38868,0.1398,1.40646,0.125,1.38461,0.1402,1.3867,0.1376,1.39336,0.13,1.39409,0.1174,1.3991,0.111,1.39821,0.1128,1.39858,0.1074,1.40778,0.1132,1.39677,0.1126,1.40585,0.108,1.41282,0.1152,1.39452,0.1272,1.40893,0.1144,1.39156,0.136,,,,,,0.310826233,0.1312,0.332624338,0.1398,0.279352733,0.125,0.351585373,0.1402,0.324576987,0.1376,0.272483891,0.13,0.272072772,0.1174,0.245562982,0.111,0.290819956,0.1128,0.246424104,0.1074,0.248848806,0.1132,0.268099196,0.1126,0.250719156,0.108,0.251986901,0.1152,0.297372624,0.1272,0.266710458,0.1144,0.309868376,0.136
659,1.41564,0.1314,1.39076,0.1398,1.40875,0.125,1.38676,0.1404,1.38906,0.1378,1.39544,0.13,1.39631,0.1174,1.40118,0.111,1.40043,0.1128,1.40067,0.1074,1.40986,0.1132,1.39899,0.1126,1.40793,0.108,1.41491,0.1152,1.39689,0.1274,1.41129,0.1146,1.39378,0.136,,,,,,0.311283602,0.1314,0.333122551,0.1398,0.279807576,0.125,0.352131309,0.1404,0.325129379,0.1378,0.272890653,0.13,0.27250603,0.1174,0.245928053,0.111,0.291281704,0.1128,0.246792353,0.1074,0.249216481,0.1132,0.268525308,0.1126,0.251090103,0.108,0.252359668,0.1152,0.297878012,0.1274,0.267157206,0.1146,0.310362719,0.136
660,1.4178,0.1316,1.39292,0.1398,1.41111,0.1252,1.38885,0.1404,1.39115,0.1378,1.39752,0.1302,1.39846,0.1176,1.40327,0.111,1.40252,0.1128,1.40289,0.1074,1.41222,0.1132,1.40122,0.1126,1.41023,0.108,1.41699,0.1154,1.39918,0.1274,1.41344,0.1146,1.39593,0.1362,,,,,,0.311758562,0.1316,0.333639926,0.1398,0.280276322,0.1252,0.35266201,0.1404,0.325618573,0.1378,0.273297416,0.1302,0.272925628,0.1176,0.246294879,0.111,0.291716412,0.1128,0.247183508,0.1074,0.249633651,0.1132,0.268953339,0.1126,0.251500284,0.108,0.252730652,0.1154,0.29836634,0.1274,0.267564201,0.1146,0.310841474,0.1362
